1.000000000000000000e+00,6.837100585937500000e+03
2.000000000000000000e+00,4.872001953125000000e+03
3.000000000000000000e+00,3.452512207031250000e+03
4.000000000000000000e+00,2.836057861328125000e+03
5.000000000000000000e+00,2.428206787109375000e+03
6.000000000000000000e+00,2.100271728515625000e+03
7.000000000000000000e+00,1.871893188476562500e+03
8.000000000000000000e+00,1.656078002929687500e+03
9.000000000000000000e+00,1.510923339843750000e+03
1.000000000000000000e+01,1.335892211914062500e+03
1.100000000000000000e+01,1.217421386718750000e+03
1.200000000000000000e+01,1.189305419921875000e+03
1.300000000000000000e+01,1.075750488281250000e+03
1.400000000000000000e+01,1.016039978027343750e+03
1.500000000000000000e+01,9.836425170898437500e+02
1.600000000000000000e+01,9.150249633789062500e+02
1.700000000000000000e+01,8.901764526367187500e+02
1.800000000000000000e+01,8.315195312500000000e+02
1.900000000000000000e+01,8.000271606445312500e+02
2.000000000000000000e+01,7.791365356445312500e+02
2.100000000000000000e+01,7.361130371093750000e+02
2.200000000000000000e+01,7.541250610351562500e+02
2.300000000000000000e+01,6.918397827148437500e+02
2.400000000000000000e+01,7.042254638671875000e+02
2.500000000000000000e+01,6.729653320312500000e+02
2.600000000000000000e+01,6.376066894531250000e+02
2.700000000000000000e+01,6.351325073242187500e+02
2.800000000000000000e+01,6.156270751953125000e+02
2.900000000000000000e+01,6.260552978515625000e+02
3.000000000000000000e+01,6.089656372070312500e+02
3.100000000000000000e+01,5.561032714843750000e+02
3.200000000000000000e+01,5.496781005859375000e+02
3.300000000000000000e+01,5.714523925781250000e+02
3.400000000000000000e+01,5.670025024414062500e+02
3.500000000000000000e+01,5.246456298828125000e+02
3.600000000000000000e+01,5.277783813476562500e+02
3.700000000000000000e+01,4.938440246582031250e+02
3.800000000000000000e+01,4.754588012695312500e+02
3.900000000000000000e+01,5.071694335937500000e+02
4.000000000000000000e+01,4.720227050781250000e+02
4.100000000000000000e+01,4.564062194824218750e+02
4.200000000000000000e+01,4.323334045410156250e+02
4.300000000000000000e+01,4.503899841308593750e+02
4.400000000000000000e+01,4.586561889648437500e+02
4.500000000000000000e+01,4.333758239746093750e+02
4.600000000000000000e+01,4.568093872070312500e+02
4.700000000000000000e+01,4.238148193359375000e+02
4.800000000000000000e+01,4.432984313964843750e+02
4.900000000000000000e+01,4.025535583496093750e+02
5.000000000000000000e+01,4.012232666015625000e+02
5.100000000000000000e+01,3.896783142089843750e+02
5.200000000000000000e+01,3.958511047363281250e+02
5.300000000000000000e+01,3.751039733886718750e+02
5.400000000000000000e+01,3.627206420898437500e+02
5.500000000000000000e+01,3.658430480957031250e+02
5.600000000000000000e+01,3.531437683105468750e+02
5.700000000000000000e+01,3.602112121582031250e+02
5.800000000000000000e+01,3.622580871582031250e+02
5.900000000000000000e+01,3.574142761230468750e+02
6.000000000000000000e+01,3.387745666503906250e+02
6.100000000000000000e+01,3.218638000488281250e+02
6.200000000000000000e+01,3.207934875488281250e+02
6.300000000000000000e+01,3.139589538574218750e+02
6.400000000000000000e+01,3.129411315917968750e+02
6.500000000000000000e+01,3.003706359863281250e+02
6.600000000000000000e+01,3.064813842773437500e+02
6.700000000000000000e+01,3.195942382812500000e+02
6.800000000000000000e+01,3.058282470703125000e+02
6.900000000000000000e+01,3.023447875976562500e+02
7.000000000000000000e+01,2.880860900878906250e+02
7.100000000000000000e+01,2.629360351562500000e+02
7.200000000000000000e+01,2.575192260742187500e+02
7.300000000000000000e+01,2.595077514648437500e+02
7.400000000000000000e+01,2.832044372558593750e+02
7.500000000000000000e+01,2.543860626220703125e+02
7.600000000000000000e+01,2.952279052734375000e+02
7.700000000000000000e+01,2.826603698730468750e+02
7.800000000000000000e+01,2.474036560058593750e+02
7.900000000000000000e+01,2.420224151611328125e+02
8.000000000000000000e+01,2.519062805175781250e+02
8.100000000000000000e+01,2.374425201416015625e+02
8.200000000000000000e+01,2.547886505126953125e+02
8.300000000000000000e+01,2.161738739013671875e+02
8.400000000000000000e+01,2.310940093994140625e+02
8.500000000000000000e+01,2.560974426269531250e+02
8.600000000000000000e+01,2.177090301513671875e+02
8.700000000000000000e+01,2.258115692138671875e+02
8.800000000000000000e+01,2.319468688964843750e+02
8.900000000000000000e+01,2.141025238037109375e+02
9.000000000000000000e+01,2.347424926757812500e+02
9.100000000000000000e+01,2.317543945312500000e+02
