# iteration,loss
1.000000000000000000e+00,2.669518244836346526e+02
2.000000000000000000e+00,2.676684462651834338e+02
3.000000000000000000e+00,2.674674468838106804e+02
4.000000000000000000e+00,2.671937381555439970e+02
5.000000000000000000e+00,2.684923405208615463e+02
6.000000000000000000e+00,2.677414559391241937e+02
7.000000000000000000e+00,2.672963579107165515e+02
8.000000000000000000e+00,2.666862138098648529e+02
9.000000000000000000e+00,2.655526921952868520e+02
1.000000000000000000e+01,2.657930386383379755e+02
1.100000000000000000e+01,2.651228878353132359e+02
1.200000000000000000e+01,2.658597912143350754e+02
1.300000000000000000e+01,2.647246929889688545e+02
1.400000000000000000e+01,2.640704491573472978e+02
1.500000000000000000e+01,2.638993411809238410e+02
1.600000000000000000e+01,2.637824703524802317e+02
1.700000000000000000e+01,2.640933500068862259e+02
1.800000000000000000e+01,2.650038971195226623e+02
1.900000000000000000e+01,2.649946062201480572e+02
2.000000000000000000e+01,2.639071254580897516e+02
2.100000000000000000e+01,2.639365398811416981e+02
2.200000000000000000e+01,2.617097551857593203e+02
2.300000000000000000e+01,2.618028810401641522e+02
2.400000000000000000e+01,2.627691433782500781e+02
2.500000000000000000e+01,2.627023718610087712e+02
2.600000000000000000e+01,2.621592065445044568e+02
2.700000000000000000e+01,2.614637164255335051e+02
2.800000000000000000e+01,2.627306875160636537e+02
2.900000000000000000e+01,2.601854631448800319e+02
3.000000000000000000e+01,2.615748141699957046e+02
3.100000000000000000e+01,2.597770979361052355e+02
3.200000000000000000e+01,2.613650868599758610e+02
3.300000000000000000e+01,2.602286993292065631e+02
3.400000000000000000e+01,2.616145715319226497e+02
3.500000000000000000e+01,2.620377779058364354e+02
3.600000000000000000e+01,2.621418305883689754e+02
3.700000000000000000e+01,2.603724667247387856e+02
3.800000000000000000e+01,2.598202428886585835e+02
3.900000000000000000e+01,2.620343398195878422e+02
4.000000000000000000e+01,2.595733425461299362e+02
4.100000000000000000e+01,2.608091136929683671e+02
4.200000000000000000e+01,2.606395337134854913e+02
4.300000000000000000e+01,2.573134621253141745e+02
4.400000000000000000e+01,2.572573508443383616e+02
4.500000000000000000e+01,2.599634535927114598e+02
4.600000000000000000e+01,2.596000473723341884e+02
4.700000000000000000e+01,2.587269999236785907e+02
4.800000000000000000e+01,2.576764415150447007e+02
4.900000000000000000e+01,2.574494175061946066e+02
5.000000000000000000e+01,2.574939469677075294e+02
5.100000000000000000e+01,2.576270834631278603e+02
5.200000000000000000e+01,2.574845001436459029e+02
5.300000000000000000e+01,2.576987917417106928e+02
5.400000000000000000e+01,2.567405728382104826e+02
5.500000000000000000e+01,2.565435464817366551e+02
5.600000000000000000e+01,2.565379963310045923e+02
5.700000000000000000e+01,2.577063775067914548e+02
5.800000000000000000e+01,2.555379366545178073e+02
5.900000000000000000e+01,2.556922060194918060e+02
6.000000000000000000e+01,2.568238199518168585e+02
6.100000000000000000e+01,2.569346306659841161e+02
6.200000000000000000e+01,2.566845286456777444e+02
6.300000000000000000e+01,2.551503120386626620e+02
6.400000000000000000e+01,2.553954223105560857e+02
6.500000000000000000e+01,2.542254843630489063e+02
6.600000000000000000e+01,2.545748845403750806e+02
6.700000000000000000e+01,2.542283448552986158e+02
6.800000000000000000e+01,2.554869982898422620e+02
6.900000000000000000e+01,2.549212378133672701e+02
7.000000000000000000e+01,2.521625192273340303e+02
7.100000000000000000e+01,2.531016322118563551e+02
7.200000000000000000e+01,2.538937609413711698e+02
7.300000000000000000e+01,2.533650596647361226e+02
7.400000000000000000e+01,2.517525478948387274e+02
7.500000000000000000e+01,2.537950782626630257e+02
7.600000000000000000e+01,2.531348835070461973e+02
7.700000000000000000e+01,2.491354681890813652e+02
7.800000000000000000e+01,2.523461135287589343e+02
7.900000000000000000e+01,2.532838120821178904e+02
8.000000000000000000e+01,2.498233672268416683e+02
8.100000000000000000e+01,2.513637243670988823e+02
8.200000000000000000e+01,2.515901118634243403e+02
8.300000000000000000e+01,2.504132867810003802e+02
8.400000000000000000e+01,2.503851449023907207e+02
8.500000000000000000e+01,2.505982762812944600e+02
8.600000000000000000e+01,2.512296319168954994e+02
8.700000000000000000e+01,2.517479767193678413e+02
8.800000000000000000e+01,2.531181707805192218e+02
8.900000000000000000e+01,2.499651356877103581e+02
