# iteration,loss
1.000000000000000000e+00,7.401253001796729905e+02
2.000000000000000000e+00,7.395989549863815000e+02
3.000000000000000000e+00,7.405258958136630554e+02
4.000000000000000000e+00,7.402116869610218828e+02
5.000000000000000000e+00,7.340696973692600977e+02
6.000000000000000000e+00,7.335357543817286796e+02
7.000000000000000000e+00,7.382868051941763952e+02
8.000000000000000000e+00,7.370284295383643212e+02
9.000000000000000000e+00,7.370396057708619537e+02
1.000000000000000000e+01,7.360957390810002607e+02
1.100000000000000000e+01,7.356234286336305104e+02
1.200000000000000000e+01,7.379823760118620157e+02
1.300000000000000000e+01,7.325912650276469549e+02
1.400000000000000000e+01,7.360814123013409471e+02
1.500000000000000000e+01,7.357847082813833595e+02
1.600000000000000000e+01,7.366496975768568518e+02
1.700000000000000000e+01,7.349347489244482858e+02
1.800000000000000000e+01,7.360588925275053498e+02
1.900000000000000000e+01,7.347212789133322985e+02
2.000000000000000000e+01,7.360043717866000179e+02
2.100000000000000000e+01,7.342677851180470725e+02
2.200000000000000000e+01,7.342151370000697170e+02
2.300000000000000000e+01,7.353259509938350220e+02
2.400000000000000000e+01,7.345734192934418161e+02
2.500000000000000000e+01,7.343660845709565592e+02
2.600000000000000000e+01,7.322049141349234560e+02
2.700000000000000000e+01,7.352859281120784090e+02
2.800000000000000000e+01,7.335029160426331600e+02
2.900000000000000000e+01,7.368191163391303462e+02
3.000000000000000000e+01,7.358262362840017659e+02
3.100000000000000000e+01,7.325362994700908530e+02
3.200000000000000000e+01,7.347274931347600386e+02
3.300000000000000000e+01,7.324191316592177827e+02
3.400000000000000000e+01,7.302018375672898856e+02
3.500000000000000000e+01,7.349106818267581502e+02
3.600000000000000000e+01,7.310991742963889237e+02
3.700000000000000000e+01,7.313625205753480714e+02
3.800000000000000000e+01,7.314571465803423962e+02
3.900000000000000000e+01,7.338930667406780231e+02
4.000000000000000000e+01,7.310610758840908829e+02
4.100000000000000000e+01,7.325557720004104567e+02
4.200000000000000000e+01,7.291881812993918857e+02
4.300000000000000000e+01,7.319604325258884501e+02
4.400000000000000000e+01,7.321999956877011755e+02
4.500000000000000000e+01,7.298171200677522847e+02
4.600000000000000000e+01,7.299352016165029227e+02
4.700000000000000000e+01,7.345155747224727065e+02
4.800000000000000000e+01,7.333651912408612361e+02
4.900000000000000000e+01,7.332475109748522755e+02
5.000000000000000000e+01,7.292617044260551893e+02
5.100000000000000000e+01,7.331763567840564519e+02
5.200000000000000000e+01,7.299958199479910945e+02
5.300000000000000000e+01,7.297624268861627570e+02
5.400000000000000000e+01,7.329905107289308717e+02
5.500000000000000000e+01,7.280503802482948004e+02
5.600000000000000000e+01,7.280320748957319665e+02
5.700000000000000000e+01,7.299419251612777089e+02
5.800000000000000000e+01,7.309884961159183376e+02
5.900000000000000000e+01,7.253413205870999718e+02
6.000000000000000000e+01,7.298659376675992689e+02
6.100000000000000000e+01,7.292194774171316567e+02
6.200000000000000000e+01,7.292806724901186044e+02
6.300000000000000000e+01,7.285083003594780848e+02
6.400000000000000000e+01,7.277539625909510050e+02
6.500000000000000000e+01,7.296976968130517207e+02
6.600000000000000000e+01,7.243975948867986290e+02
6.700000000000000000e+01,7.276346484535999934e+02
6.800000000000000000e+01,7.291444744674731737e+02
6.900000000000000000e+01,7.267513911780865783e+02
7.000000000000000000e+01,7.286641667072630071e+02
7.100000000000000000e+01,7.248654599296474998e+02
7.200000000000000000e+01,7.276332498875196961e+02
7.300000000000000000e+01,7.270996439304515206e+02
7.400000000000000000e+01,7.287359897790790910e+02
7.500000000000000000e+01,7.222259528535058735e+02
7.600000000000000000e+01,7.274642176432187171e+02
7.700000000000000000e+01,7.292029854978517278e+02
7.800000000000000000e+01,7.268890233800843816e+02
7.900000000000000000e+01,7.259490625213765043e+02
8.000000000000000000e+01,7.307717410528476876e+02
8.100000000000000000e+01,7.244985517973192373e+02
8.200000000000000000e+01,7.269538947077489865e+02
8.300000000000000000e+01,7.247700884279726097e+02
8.400000000000000000e+01,7.242240168126618300e+02
8.500000000000000000e+01,7.262703162433700754e+02
8.600000000000000000e+01,7.261250891685122042e+02
8.700000000000000000e+01,7.267658526432311419e+02
8.800000000000000000e+01,7.219940692235416009e+02
8.900000000000000000e+01,7.224992894481312078e+02
9.000000000000000000e+01,7.250626059274966337e+02
9.100000000000000000e+01,7.259240608131055978e+02
9.200000000000000000e+01,7.222203961939122792e+02
9.300000000000000000e+01,7.212589194221424123e+02
9.400000000000000000e+01,7.257140202250980110e+02
9.500000000000000000e+01,7.220485316004984497e+02
9.600000000000000000e+01,7.207758137091677781e+02
9.700000000000000000e+01,7.253890497668351145e+02
9.800000000000000000e+01,7.202678538346171990e+02
9.900000000000000000e+01,7.255459403499606879e+02
1.000000000000000000e+02,7.262285376995420165e+02
